model,scenario_id,status,objective_score,objective_score_raw,topic_floor_penalized,coherence_cv,topic_diversity,num_topics,num_outliers,outlier_pct,runtime_seconds,params_json,num_outliers_before_reduce,num_outliers_after_reduce,outlier_pct_before_reduce,outlier_pct_after_reduce
BERTopic,bertopic_020,ok,0.580965,0.580965,False,0.4361,0.85,10,0,0.0,136.79,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 10, ""nr_topics"": 11, ""top_n_words"": 20, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 45, ""n_components"": 8, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",85,0,17.97,0.0
BERTopic,bertopic_017,ok,0.579405,0.579405,False,0.4008,0.9111,9,0,0.0,97.82,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 10, ""nr_topics"": 10, ""top_n_words"": 15, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 30, ""n_components"": 5, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 10, ""min_samples"": 2, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",72,0,15.22,0.0
BERTopic,bertopic_001,ok,0.567275,0.567275,False,0.3935,0.89,10,0,0.0,647.36,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 6, ""nr_topics"": 11, ""top_n_words"": 15, ""n_gram_range"": [1, 1], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 45, ""n_components"": 5, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",124,0,26.22,0.0
BERTopic,bertopic_015,ok,0.566715,0.566715,False,0.4362,0.8091,11,0,0.0,121.52,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 8, ""nr_topics"": ""auto"", ""top_n_words"": 15, ""n_gram_range"": [1, 1], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 45, ""n_components"": 8, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 2, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",141,0,29.81,0.0
BERTopic,bertopic_006,ok,0.55899,0.55899,False,0.3646,0.92,10,0,0.0,131.72,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 6, ""nr_topics"": 11, ""top_n_words"": 20, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 45, ""n_components"": 8, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 2, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",141,0,29.81,0.0
BERTopic,bertopic_013,ok,0.12472199999999997,0.62361,True,0.4344,0.975,4,0,0.0,85.57,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 6, ""nr_topics"": ""auto"", ""top_n_words"": 20, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 30, ""n_components"": 5, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 8, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",124,0,26.22,0.0
BERTopic,bertopic_005,ok,0.12472199999999997,0.62361,True,0.4344,0.975,4,0,0.0,86.23,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 8, ""nr_topics"": ""auto"", ""top_n_words"": 15, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 30, ""n_components"": 5, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 8, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",124,0,26.22,0.0
BERTopic,bertopic_010,ok,0.0,0.729455,True,0.6107,0.95,2,0,0.0,20.08,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 10, ""nr_topics"": 12, ""top_n_words"": 20, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 15, ""n_components"": 8, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",0,0,0.0,0.0
BERTopic,bertopic_008,ok,0.0,0.681275,True,0.5635,0.9,2,0,0.0,19.52,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 10, ""nr_topics"": 11, ""top_n_words"": 20, ""n_gram_range"": [1, 1], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 15, ""n_components"": 5, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 6, ""min_samples"": 2, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",0,0,0.0,0.0
BERTopic,bertopic_003,ok,0.0,0.729455,True,0.6107,0.95,2,0,0.0,25.98,"{""embedding_model"": ""denaya/indoSBERT-large"", ""min_topic_size"": 8, ""nr_topics"": 8, ""top_n_words"": 20, ""n_gram_range"": [1, 2], ""vectorizer_min_df"": 2, ""vectorizer_max_df"": 0.95, ""vectorizer_token_pattern"": ""(?u)\\b\\w{3,}\\b"", ""vectorizer_fallback_min_df"": 1, ""vectorizer_fallback_max_df"": 1.0, ""coherence_type"": ""c_v"", ""coherence_tokenization"": ""vectorizer"", ""coherence_dict_no_below"": 3, ""coherence_dict_no_above"": 0.95, ""reduce_outliers"": true, ""reduce_outliers_threshold_ctfidf"": 0.1, ""reduce_outliers_use_distributions"": true, ""reduce_outliers_threshold_distributions"": 0.05, ""use_mmr_representation"": true, ""mmr_diversity"": 0.3, ""embedding_batch_size"": 16, ""seed"": 42, ""umap_params"": {""n_neighbors"": 15, ""n_components"": 8, ""min_dist"": 0.0, ""metric"": ""cosine"", ""random_state"": 42}, ""hdbscan_params"": {""min_cluster_size"": 10, ""min_samples"": 1, ""metric"": ""euclidean"", ""cluster_selection_method"": ""eom""}}",0,0,0.0,0.0
